County,Office,Candidate,Party,District,Votes
Clark,State Representative,Steven R. Stemler,Democratic,District 71,2993
Clark,State Representative,Sandra Blanton,Democratic,District 73,178
Clark,State Representative,Steve Davisson,Republican,District 73,360
Dubois,State Representative,Michael (Mike) Schriefer,Democratic,District 74,655
Crawford,State Representative,Michael (Mike) Schriefer,Democratic,District 74,564
Dubois,State Representative,Sue Ellspermann,Republican,District 74,991
Crawford,State Representative,Sue Ellspermann,Republican,District 74,673
Allen,State Representative,Mike Snyder,Democratic,District 79,185
Adams,State Representative,Mike Snyder,Democratic,District 79,883
Adams,State Representative,Matthew S. Lehman,Republican,District 79,3761
Allen,State Representative,Matthew S. Lehman,Republican,District 79,1157
Allen,State Representative,Phil GiaQuinta,Democratic,District 80,1780
Allen,State Representative,"Winfield C.  Moses, Jr.",Democratic,District 81,1403
Allen,State Representative,Martin Carbaugh,Republican,District 81,4506
Allen,State Representative,Mike Wilber,Democratic,District 82,51
Elkhart,State Representative,Mike Wilber,Democratic,District 82,14
Allen,State Representative,David L. Ober,Republican,District 82,384
Elkhart,State Representative,David L. Ober,Republican,District 82,216
Elkhart,State Representative,Denise Lemmon,Republican,District 82,79
Allen,State Representative,Denise Lemmon,Republican,District 82,140
Allen,State Representative,Mike Caywood,Republican,District 82,112
Elkhart,State Representative,Mike Caywood,Republican,District 82,17
Allen,State Representative,Wesley Ortell,Republican,District 82,29
Elkhart,State Representative,Wesley Ortell,Republican,District 82,10
Allen,State Representative,John A. Good,Democratic,District 83,491
Allen,State Representative,Kathy Heuer,Republican,District 83,3188
Allen,State Representative,Keith R. Potter,Republican,District 83,1866
Allen,State Representative,Lee Jordan,Democratic,District 84,1288
Allen,State Representative,Bob Morris,Republican,District 84,6856
Allen,State Representative,Evan Smith,Democratic,District 85,1025
Allen,State Representative,Denny Worman,Republican,District 85,3083
Allen,State Representative,Phyllis J. Pond,Republican,District 85,4335
Adams,Judge of the Circuit Court,Frederick A.  Schurger,Democratic,Adams (26th Circuit) ,957
Adams,Judge of the Circuit Court,Chad E. Kukelhan,Republican,Adams (26th Circuit) ,3420
Blackford,Judge of the Circuit Court,Dean A. Young,Republican,Blackford (71st Circuit) ,1026
Boone,Judge of the Circuit Court,J. Jeffrey (Jeff) Edens,Republican,Boone (20th Circuit) ,9984
Brown,Judge of the Circuit Court,Judith A.  Stewart,Democratic,Brown (88th Circuit),954
Carroll,Judge of the Circuit Court,Benjamin A. Diener,Republican,Carroll (74th Circuit) ,1711
Carroll,Judge of the Circuit Court,Don Currie,Republican,Carroll (74th Circuit) ,1369
Cass,Judge of the Circuit Court,Leo T. Burns,Democratic,Cass (29th Circuit),1165
Cass,Judge of the Circuit Court,Douglas A. Cox,Republican,Cass (29th Circuit),3898
Clark,Judge of the Circuit Court,Vicki L. Carmichael,Democratic,"Clark (4th Circt), No. 1",4801
Clay,Judge of the Circuit Court,Joseph D. Trout,Democratic,Clay (13th Circuit),1489
Clay,Judge of the Circuit Court,James Edward Deal,Republican,Clay (13th Circuit),2394
Clinton,Judge of the Circuit Court,Bradley K. Mohler,Republican,Clinton (45th Circuit),4391
Bartholomew,Judge of the Superior Court,Chris D. Monroe,Republican,"Bartholomew County, No. 1",4581
Bartholomew,Judge of the Superior Court,James (Jim) Worton,Republican,"Bartholomew County, No. 1",5436
Decatur,Judge of the Circuit Court,Robert D. Wickens,Democratic,Decatur (69th Circuit),411
Decatur,Judge of the Circuit Court,Timothy B. Day,Republican,Decatur (69th Circuit),3243
Delaware,Judge of the Circuit Court,Ana Quirk Hunter,Democratic,Delaware Ct. 2(46th Cir.),4516
Delaware,Judge of the Circuit Court,Kimberly S. Dowling,Democratic,Delaware Ct. 2(46th Cir.),4737
Delaware,Judge of the Circuit Court,Alan K. Wilson,Republican,Delaware Ct. 2(46th Cir.),8230
Cass,Judge of the Superior Court,Rick Maughmer,Republican,"Cass County, Court 2",4172
Clay,Judge of the Superior Court,J.  Blaine Akers,Democratic,Clay County,1426
Clay,Judge of the Superior Court,Robert Alex Pell,Republican,Clay County,2568
Dearborn,Judge of the Superior Court,N. Alan Miller III,Democratic,"Dearborn County, No. 2",1045
Dearborn,Judge of the Superior Court,Sally A. Blankenship,Republican,"Dearborn County, No. 2",4298
DeKalb,Judge of the Superior Court,Monte L. Brown,Republican,"DeKalb County, Court 2",4644
Elkhart,Judge of the Superior Court,Phillip Earl Hesch,Democratic,"Elkhart County, No. 2",2315
Elkhart,Judge of the Superior Court,Stephen R. Bowers,Republican,"Elkhart County, No. 2",16109
Elkhart,Judge of the Superior Court,David C. Bonfiglio,Republican,"Elkhart County, No. 6",15907
